"CO_NCM";"CO_SH6";"NO_NCM_POR";"NO_NCM_ING"
"16029000";"160290";"Outras preparações alimentícias e conservas, de carnes, miudezas, incluindo as preparações de sangue de quaisquer animais";"Prepared preserved edible, of meat offal, blood"
"16030000";"160300";"Extratos e sucos de carne, de peixes ou de crustáceos, de moluscos ou de outros invertebrados aquáticos";"Extracts and juices of meat,  fish or crustaceans, etc."
"16041100";"160411";"Preparações e conservas, de salmões, inteiros ou em pedaços, exceto peixes picados";"Prepared preserved, of salmon, whole or in pieces"
"16041200";"160412";"Preparações e conservas, de arenques, inteiros ou em pedaços, exceto peixes picados:";"Prepared preserved, of herrings, whole or in pieces"
"16041310";"160413";"Preparações e conservas, de sardinhas, inteiros ou em pedaços, exceto peixes picados";"Prepared preserved, of sardines, whole or in pieces"
"6031400";"60314";"Crisântemos e seus botões, cortados para buquês, ornamentais frescos";"Chrysanthemums and their buttons, cut, for bouquets, ornamented, fresh"
"6031500";"60315";"Lírios (lilium spp.)";"Lilies (lilium spp.)"
"6031900";"60319";"Outros flores e seus botões, cortados para buquês, ornamentais frescos";"Other flowers and their buttons, cut, for bouquets, ornamented, fresh"
"6039000";"60390";"Flores e seus botões, secos, etc, cortados para buquês, etc.";"Cut flowers and buds for bouquets, etc. dried, etc."
"6041000";"60410";"Musgos e linquens, para buquês ou ornamentação";"Mosses and lichens for bouquets or ornamental"
"6042000";"60420";"Folhagem, folhas, ramos e outras partes de plantas, sem flores nem botões de flores, e ervas, musgos e líquenes, para buquês ou para ornamentação, frescos, secos, branqueados, tingidos, impregnados ou preparados de outro modo, frescos";"Foliage, branches of plants, fresh, for bouquets, etc"
"7133110";"71331";"Feijões (vigna mungo ou radiata) secos, para semeadura";"Dried beans (vigna mungo), for sowing"
"7133190";"71331";"Outros feijões (vigna mungo ou radiata), secos, em grãos";"Other dried beans (vigna mungo), in grain"
"7133210";"71332";"Feijão-adzuki (Phaseolus ou Vigna angularis), seco, para semeadura";"Dried small red(adzuk)beans(phas./vigna angul.)forsowing"
"7133290";"71332";"Outros feijões adzuki (Phaseolus ou Vigna angularis), secos, em grãos";"Other dried beans (adzuki), in grain"
"7133311";"71333";"Feijão comum ((Phaseolus vulgaris), preto, seco, para semeadura";"Dried kidney beans(phas. vulgaris)incl.black/for sowing"
"7133319";"71333";"Outros feijões comuns, pretos, secos, em grãos";"Dried kidney beans (phas. vulgaris), incl.black/in grain"
"7133321";"71333";"Feijão comum, branco, seco, para semeadura";"Dried kidney beans, incl.white beans for sowing"
"7133329";"71333";"Outros feijões comuns, brancos, secos, em grãos";"Dried kidney beans, incl.white beans in grain"
"7133391";"71333";"Outros feijões comuns, secos, para semeadura";"Dried other kidney beans, for sowing"
"7133399";"71333";"Outros feijões comuns, secos, em grãos";"Other dried kidney beans, in grain"
"7133410";"71334";"Feijão-bambara (Vigna subterranea ou Voandzeia subterranea), para semeadura";"Bambara bean (vigna subterranea), for sowing"
"7133490";"71334";"Feijão-bambara (Vigna subterranea ou Voandzeia subterranea), exceto para semeadura";"Bambara bean (vigna subterranea), except for sowing"
"7133510";"71335";"Feijão-fradinho (Vigna unguiculata), para semeadura";"Fradinho bean (vigna unguiculata), for sowing"
"12010010";"120100";"Soja para semeadura";"Soybean for sowing"
"12010090";"120100";"Outros grãos de soja, mesmo triturados";"Other soybeans, even crushed"
"12011000";"120110";"Soja, mesmo triturada, para semeadura";"Soybeans, whether or not crushed, for sowing"
"12019000";"120190";"Soja, mesmo triturada, exceto para semeadura";"Soybeans, whether or not crushed, except for sowing"
"12021000";"120210";"Amendoins com casca, não torrados, nem cozidos";"Ground-nuts in shell, not roasted, n/cooked"
"12022010";"120220";"Amendoins descascados, para semeadura";"Shelled ground-nuts, for sowing"
"12022090";"120220";"Outros grãos de amendoins, descascados, não torrados, não cozidos";"Other ground-nuts grains, shelled, not roasted, n/cooked"
"12023000";"120230";"Amendoins, não torrados nem cozidos, para semeadura";"Peanuts, not roasted or cooked, for sowing"
"12024100";"120241";"Amendoins com casca, não torrados, nem cozidos";"Peanuts in shell, not roasted or ground"
"12024200";"120242";"Amendoins descascados, mesmo triturados";"Peanuts shelled, whether or not broken"
"12030000";"120300";"Copra";"Copra in grains"
"20083000";"200830";"Cítricos preparados ou conservados";"Citrus fruit prepared or preserved"
"20084010";"200840";"Pêras, preparadas ou conservadas em água edulcorada, incluindo os xaropes";"Pears prepar./preser., sweetening water, incl.syrup"
"20084090";"200840";"Pêras preparadas ou conservadas de outro modo";"Pears otherwise prepared or preserved"
"20085000";"200850";"Damascos preparados ou conservados";"Apricots, prepared or preserved"
"20086010";"200860";"Cerejas preparadas/conservadas em água edulcorada, inclusive xarope";"Cherries, prepared/preserved, sweetening water, incl.syrup"
"20086090";"200860";"Cerejas preparadas ou conservadas de outro modo";"Cherries, otherwise prepared or preserved"
"20087010";"200870";"Pêssegos, incluindo as nectarinas, preparados ou conservados em água edulcorada, incluindo os xaropes";"Peaches, prepared/preserved, sweetening water, incl.syrup"
"20087020";"200870";"Pêssegos, incluindo as nectarinas, preparados ou conservados em água, polpa com valor Brix igual ou superior a 20";"Peaches prepared/preserved in water, brix value > = 20"
"20087090";"200870";"Pêssegos, incluindo as nectarinas, preparados ou conservados de outro modo";"Peaches, otherwise prepared or preserved"
"20088000";"200880";"Morangos preparados ou conservados";"Strawberries, prepared or preserved"
"29372370";"293723";"Linestrenol";"Lynestrenol"
"29372391";"293723";"Acetato de etinodiol";"Etynodiol acetate"
"29372392";"293723";"Gestodeno";"Gestodene"
"29372399";"293723";"Outros estrogênios e progestogênios";"Other oestrogens and progestogens"
"29372910";"293729";"Metilprednisolona e seus derivados";"Methylprednisolone and its derivatives"
"29372920";"293729";"21-Succinato sódico de hidrocortisona";"Hydrocortisone sodium 21-succinate"
"29372931";"293729";"Acetato de ciproterona";"Cyproterone acetate"
"29372939";"293729";"Ciproterona e outros derivados deste produto";"Cyproterone and other its derivatives"
"29372940";"293729";"Mesterolona e seus derivados";"Mesterolone and its derivatives"
"29372950";"293729";"Espironolactona";"Spironolactone"
"29372960";"293729";"Deflazacorte";"Deflazacort"
"29372990";"293729";"Outros hormônios corticossupra-renais e seus derivados";"Oth.hormones corticossupra-renal and its derivatives"
"29373100";"293731";"Epinefrina";"Epinephrine"
"29373900";"293739";"Outros";"Outros"
"29373911";"293739";"Levodopa";"Levodopa"
"29373912";"293739";"Metildopa";"Methyldopa"
"29373919";"293739";"Tirosina e outros derivados e sais deste produto";"Oth.and tyrosine oth.derivatives and its salts"
"30033931";"300339";"Medicamento contendo hemissuccinato de estradiol, exceto em doses";"Medicament c/oestradiol hemisuccinate, exc.in doses"
"8103000";"81030";"Groselhas, inclusive o cassis, frescas";"Fresh currant, including the ""cassis"""
"8104000";"81040";"Airelas, mirtilos e outras frutas do gênero Vaccinium, frescas";"Fresh cranberries and oth.fruits of the genus vaccinium"
"8105000";"81050";"Kiwis (quivis), frescos";"Fresh kiwifruit"
"8106000";"81060";"Duriões (duriangos), frescos";"Fresh durians"
"8107000";"81070";"Caquis (dióspiros), frescos";"Persimmons, fresh"
"8109000";"81090";"Outras frutas frescas";"Other fresh fruits"
"8111000";"81110";"Morangos, não cozidos ou cozidos em água ou vapor, congelados, mesmo adicionados de açúcar ou de outros edulcorantes";"Strawberries froz/uncook/cooked b/steaming/boil.in wat."
"8112000";"81120";"Framboesas, amoras, incluindo as silvestres, amoras-framboesas e groselhas, não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes";"Raspberries, blackberries frozen/uncooked/cooked"
"8119000";"81190";"Outras frutas não cozidas ou cozidas em água ou vapor, congeladas, mesmo adicionadas de açúcar ou de outros edulcorantes";"Oth.fruits froz/uncook/cooked b/steaming/boil.in wat."
"8121000";"81210";"Cerejas conservadas transitoriamente (por exemplo, com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas impróprias para alimentação nesse estado";"Cherries provision.preser.in brine, in sulphur water, etc"
"8122000";"81220";"Morangos conservados em água salgada, sulfurada, etc.";"Strawber.provision.preser.in brine, in sulphur water, etc"
"8129000";"81290";"Outras frutas conservadas transitoriamente (por exemplo, com gás sulfuroso ou água salgada, sulfurada ou adicionada de outras substâncias destinadas a assegurar transitoriamente a sua conservação), mas impróprias para alimentação nesse estado";"Oth.fruit provison.preser.in brine, in sulphur water, etc"
"8131000";"81310";"Damascos secos";"Dried apricots"
"8132010";"81320";"Ameixas secas, com caroço";"Dried prunes, not stoned"
"8132020";"81320";"Ameixas secas, sem caroço";"Dried prunes, stoned"
"7135090";"71350";"Outras favas (Vicia faba var. major) e fava forrageira (Vicia faba var. equina, Vicia faba var. minor), secas, em grãos";"Other dried broad beans/horse beans, in grain"
"7136010";"71360";"Feijão-guando (Cajanus cajan), para semeadura";"Guando bean (cajanus cajan), for sowing"
"7136090";"71360";"Feijão-guando (Cajanus cajan), exceto para semeadura";"Guando bean (cajanus cajan), except for sowing"
"7139010";"71390";"Outros legumes de vagem, secos, em grãos, para semeadura";"Other dried leguminous vegetables, in grain, for sowing"
"7139090";"71390";"Outros legumes de vagem, secos, em grãos";"Other dried leguminous vegetables, in grain"
"3075100";"30751";"Polvos (Octopus spp) vivos, frescos ou refrigerados";"Live, fresh or chilled octopus (octopus spp.)"
"3075910";"30759";"Polvos (Octopus spp), congelados";"Frozen octopus (octopus spp.)"
"3075920";"30759";"Polvos (Octopus spp) secos, salgados ou em salmoura";"Octopus dried, salted or in brine"
"3075990";"30759";"Polvos, em outras formas";"Octopus, in other forms"
"3076000";"30760";"Caracóis, exceto os do mar, vivos, frescos, refrigerados, etc.";"Live, fresh, chilled, etc.snails exc.sea snails"
"3077100";"30771";"Ameijoas, berbigões e arcas (famílias Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae e Veneridae), vivos, frescos ou refrigerados";"Clams, cockle, live, fresh or chilled"
"3077900";"30779";"Ameijoas, berbigões e arcas (famílias Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae e Veneridae), em outras formas";"Clams, cockle, live, in other forms"
"3078100";"30781";"Abalones (Haliotis spp.), vivos, frescos ou refrigerados";"Abalones, live, fresh or chilled"
"3078900";"30789";"Abalones (Haliotis spp), em outras formas";"Abalones, in other forms"
"3079100";"30791";"Outros moluscos, invertebrados aquáticos, vivos, frescos, refrigerados";"Oth.live/fresh/chilled invertebrates aquatic  molluscs"
"3079900";"30799";"Outros moluscos, invertebrados aquáticos, congelados, secos";"Oth.live/frosen/dried/etc.aquatic invert.mollusc"
"3081100";"30811";"Pepinos-do-mar (Stichopus japonicus, Holothurioidea), vivos, frescos ou refrigerados";"Sea cucumbers, live, fresh or chilled"
"3081900";"30819";"Pepinos-do-mar (Stichopus japonicus, Holothurioidea), em outras formas";"Sea cucumbers, in other forms"
"3082100";"30821";"Ouriços-do-mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), vivos, frescos ou refrigerados";"Sea urchins, live, fresh or chilled"
"3082900";"30829";"Ouriços-do-mar (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echichinus esculentus), em outras formas";"Sea urchins, in other forms"
"3083000";"30830";"Medusas (águas-vivas) (rhopilema spp.)";"Medusas (jellyfish) (rhopilema spp.)"
"16052900";"160529";"Preparações e conservas de camarões, exceto não acondicionadas em recipientes hermeticamente fechados";"Prepared or preserved,shrimp,ex.not in closed container"
"16053000";"160530";"Preparações e conservas, de lavagantes";"Prepared preserved, of lobster"
"22059000";"220590";"Outros vermutes e vinhos de uvas frescas, aromatizados";"Oth.vermouth and other wine of fresh grapes, flavoured"
"22060010";"220600";"Sidra";"Cider"
"22060090";"220600";"Outras bebidas fermentadas e misturas de bebidas fermentadas e misturas de bebidas fermentadas com bebidas não alcoólicas, não especificadas nem compreendidas noutras posições";"Oth.ferm.beverages and mixtures of ferm.beverages"
"22071000";"220710";"Álcool etílico não desnaturado, com volume de teor alcoólico >= 80%";"Undenatured ethyl alcohol of an alcoholic cont.>=80%vol"
"22071010";"220710";"Álcool etílico não desnaturado, com um teor alcoólico, em volume, igual ou superior a 80 % vol, com um teor de água igual ou inferior a 1 % vol";"Ethyl alcohol, not undenatured, water content<=1%"
"22071090";"220710";"Outro álcool etílico não desnaturado";"Other ethyl alcohol, not undenatured"
"22072010";"220720";"Álcool etílico desnaturado com qualquer teor alcoólico";"Ethyl alcohol, denatured, of any strength"
"22072011";"220720";"Álcool etílico com um teor de água igual ou inferior a 1 % vol";"Ethyl alcohol with water content <= 1% volume"
"22072019";"220720";"Outro álcool etílico desnaturado";"Other ethyl alcohol, undenatured"
"22072020";"220720";"Aguardente desnaturado com qualquer teor alcoólico";"Spirits, denatured, of any strength"
"22082000";"220820";"Aguardentes de vinho ou de bagaço de uvas";"Spirits obtained by distilling grape wine or grape marc"
"22083010";"220830";"Uísques, com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 litros";"Whiskies, alcoholic content>50%vol, in container cap>=50l"
"22083020";"220830";"Uísques, em embalagens de capacidade inferior ou igual a 2 litros";"Whiskies, capacity container <= 2 l"
"22083090";"220830";"Outros uísques";"Other whiskies"
"22084000";"220840";"Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar";"Rum and tafia"
"22085000";"220850";"Gim (gin) e genebra";"Gin and geneva"
"22086000";"220860";"Vodca";"Vodka"
"22087000";"220870";"Licores";"Liqueurs"
"22089000";"220890";"Outras bebidas alcoólicas";"Other alcohol drinks"
"22090000";"220900";"Vinagres e seus sucedâneos obtidos a partir do ácido acético, para usos alimentares";"Vinegar and subst.forvineg.obt.acetic acid, forhuman cons."
"23011010";"230110";"Farinhas, pós e pellets, de carnes, torresmos, impróprios para alimentação humana";"Flours, meals and pellets, of meat, unfit forhuman consump."
